I.,II.,II.,III.A,III.A,III.B,III.B,III.B,IV.A.1,IV.A.2,IV.A.3,IV.B.1,IV.B.2,IV.B.3,IV.B.4,IV.C.1,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.B.2,IV.B.2,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.B.3,IV.B.3,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.D.4,IV.B.4,IV.B.4,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.D.4,IV.D.5,IV.B.5.,IV.B.5.,,IV.C.1,IV.C.2,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.3,IV.D.4,IV.D.5,IV.B.6.,IV.B.6.,IV.B.6.,IV.B.6.,IV.B.6.,IV.C.1,IV.C.5,IV.C.6,IV.D.3,IV.D.3,IV.D.4,IV.B.7.,IV.B.7.,IV.C.1,IV.C.2,IV.D.5,IV.,V.A
HI,Hawaii,Hawaii,CN-20,"Neighborhood Commercial - 20,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,15,0,15,,NONE,2,NONE,40,NONE,NONE,No,No,0.46,4,15,0,15,,,4,4,,,,,No,No,0.46,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,40,NONE,NONE,NONE,No,No,0.46,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,40,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM, RCX or V district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM, RCX or V district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CN-40,"Neighborhood Commercial - 40,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.92,15,0,15,,NONE,2,NONE,40,NONE,NONE,No,No,0.92,2,15,0,15,,,4,4,,,,,No,No,0.92,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,40,NONE,NONE,NONE,No,No,0.92,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,40,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM, RCX or V district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM, RCX or V district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CN-7.5,"Neighborhood Commercial - 7,500 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,15,0,15,,NONE,2,NONE,40,NONE,NONE,No,No,0.17,12,15,0,15,,,4,4,,,,,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,40,NONE,NONE,NONE,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,40,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM, RCX or V district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM, RCX or V district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CV-10,"Village Commercial - 10,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,15,0,15,,NONE,2,NONE,30,NONE,NONE,No,No,0.23,8,15,0,15,,,4,4,,,,,No,No,0.23,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.23,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CV-15,"Village Commercial - 15,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,15,0,15,,NONE,2,NONE,30,NONE,NONE,No,No,0.34,6,15,0,15,,,4,4,,,,,No,No,0.34,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.34,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CV-1a,"Village Commercial - 1 acre
",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1,15,0,15,,NONE,2,NONE,30,NONE,NONE,No,No,1,2,15,0,15,,,4,4,,,,,No,No,1,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,1,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CV-20,"Village Commercial - 20,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,15,0,15,,NONE,2,NONE,30,NONE,NONE,No,No,0.46,4,15,0,15,,,4,4,,,,,No,No,0.46,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.46,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CV-38,"Village Commercial - 38,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.87,15,0,15,,NONE,2,NONE,30,NONE,NONE,No,No,0.87,2,15,0,15,,,4,4,,,,,No,No,0.87,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.87,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CV-40,"Village Commercial - 40,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.92,15,0,15,,NONE,2,NONE,30,NONE,NONE,No,No,0.92,2,15,0,15,,,4,4,,,,,No,No,0.92,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.92,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,CV-7.5,"Village Commercial - 7,500 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,15,0,15,,NONE,2,NONE,30,NONE,NONE,No,No,0.17,12,15,0,15,,,4,4,,,,,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, none, except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
HI,Hawaii,Hawaii,FA-1a,Family Agricultural District - minimum 1 acre,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,30,20,30,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,FA-2a,Family Agricultural District - minimum 2 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,30,20,30,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,FA-3a,Family Agricultural District - minimum 3 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,3,30,20,30,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,FA-5a,Family Agricultural District - minimum 5 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,30,20,30,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,No,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,FR,Forest Reserve,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,IA,Intensive Agricultural,No,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MCX-10,"Industrial-Commercial Mixed Use - 10,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MCX-1a,Industrial-Commercial Mixed Use - 1 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MCX-20,"Industrial-Commercial Mixed Use - 20,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MCX-3a,Industrial-Commercial Mixed Use - 3 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MG-10a,General Industrial - 10 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MG-15a,General Industrial - 15 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MG-1a,General Industrial - 1 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,missing MG10,
HI,Hawaii,Hawaii,MG-20,"General Industrial - 20,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MG-3a,General Industrial - 3 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,MG-5a,General Industrial - 5 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,ML-10,"Limited Industrial - 10,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,ML-1a,"Limited Industrial - 1,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,ML-20,"Limited Industrial - 20,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,ML-3a,"Limited Industrial - 3,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,NP,National Park,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,OPEN,Open District,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
HI,Hawaii,Hawaii,PD,Project District,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,NONE,,,,,NONE,2,NONE,NONE,NONE,NONE,No,No,N/A,N/A,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,No,,,,"Any uses permitted either directly or conditionally in the RS, RD, RM, RCX, CN, CG, CV or V districts shall be permitted in a project district; provided, that each of the proposed uses and the overall densities for residential and hotel uses shall be contained in a master plan for the project district and in the project district enabling ordinance.",
HI,Hawaii,Hawaii,RA-.5a,Residential & Agricultural - Minimum 0.5 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.5,25,15,25,,NONE,2,NONE,35,NONE,NONE,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Mentioned,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allowed/Conditional,,,,,,2,,,,,,No,,,,,
HI,Hawaii,Hawaii,RA-1.5a,Residential & Agricultural - Minimum 1.5 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.5,25,15,25,,NONE,2,NONE,35,NONE,NONE,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Mentioned,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allowed/Conditional,,,,,,2,,,,,,No,,,,,
HI,Hawaii,Hawaii,RA-1a,Residential & Agricultural - Minimum 1 acre,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,25,15,25,,NONE,2,NONE,35,NONE,NONE,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Mentioned,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allowed/Conditional,,,,,,2,,,,,,No,,,,,
HI,Hawaii,Hawaii,RA-2a,Residential & Agricultural - Minimum 2 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,25,15,25,,NONE,2,NONE,35,NONE,NONE,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,Not Mentioned,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allowed/Conditional,,,,,,2,,,,,,No,,,,,
HI,Hawaii,Hawaii,RA-3a,Residential & Agricultural - Minimum 3 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,3,25,15,25,,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,2,,,,,,No,,,,,
HI,Hawaii,Hawaii,RA-5a,Residential & Agricultural - Minimum 5 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,25,15,25,,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,2,,,,,,No,,,,,
HI,Hawaii,Hawaii,RCX-10,"Residential-Commercial Mixed Use Districts - 10,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.46,4,20,8,20,NONE,NONE,4,4,NONE,45,,,No,No,0.17,4,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,4,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,No,,,,"Where commercial uses are integrated with residential uses in the RCX district, pedestrian access to the dwelling shall be independent from other uses and shall be designed to enhance privacy for residents; No floor of any building in the RCX district shall be used for both dwelling and commercial purposes; There may be more than one main building on any building site in the RCX district; Distance between main buildings on the same building site in the RCX district shall be at least fifteen feet., Side yards, eight feet for a one-story building, plus an additional two feet for each additional story.",
HI,Hawaii,Hawaii,RCX-2,"Residential-Commercial Mixed Use Districts - 2,000 square feeet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45,,,No,No,0.17,22,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,22,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,No,,,,"Where commercial uses are integrated with residential uses in the RCX district, pedestrian access to the dwelling shall be independent from other uses and shall be designed to enhance privacy for residents; No floor of any building in the RCX district shall be used for both dwelling and commercial purposes; There may be more than one main building on any building site in the RCX district; Distance between main buildings on the same building site in the RCX district shall be at least fifteen feet., Side yards, eight feet for a one-story building, plus an additional two feet for each additional story.",
HI,Hawaii,Hawaii,RCX-20,"Residential-Commercial Mixed Use Districts - 20,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.92,2,20,8,20,NONE,NONE,4,4,NONE,45,,,No,No,0.17,2,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,2,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,No,,,,"Where commercial uses are integrated with residential uses in the RCX district, pedestrian access to the dwelling shall be independent from other uses and shall be designed to enhance privacy for residents; No floor of any building in the RCX district shall be used for both dwelling and commercial purposes; There may be more than one main building on any building site in the RCX district; Distance between main buildings on the same building site in the RCX district shall be at least fifteen feet., Side yards, eight feet for a one-story building, plus an additional two feet for each additional story.",
HI,Hawaii,Hawaii,RD-3.75,Double-Family Residential Districts ,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.17,15,8,15,,NONE,2,NONE,35,NONE,NONE,No,No,0.17,12,15,8,15,NONE,NONE,4,4,NONE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,,
